Gene,gamma,beta,offset,a,t,h,intercept
Slc18a2,2.1930704,9.207335,-0.8244781,0.6295423,-0.6240675,3.516471,0.23432602
Slc22a3,16.03908,10.3407755,-1.154991,8.772251,0.52885985,2.310347,-0.21413705
Slc24a5,3.135882,12.538041,-0.053612214,1.6002996,-0.4343506,2.523636,0.028288525
Slc25a21,7.6939707,0.12811404,0.0,1.0,0.5,2.3619905,0.0
Slc25a27,4.761146,0.20314118,0.0,1.0,0.5,0.26309782,0.0
Slc25a32,0.51228774,1.5488852,0.0,1.0,0.5,0.71709543,0.0
Slc25a36,1.7446365,0.7134546,0.0,1.0,0.5,1.0926073,0.0
Slc26a11,13.937118,9.842791,-0.11969954,0.31301188,-1.3711333,0.55072814,0.006674742
Slc28a2,28.792198,130.64323,0.18173794,43.508297,0.919349,2.062062,0.059343483
Slc2a3,1.8475034,0.61861277,0.0,1.0,0.5,1.4041225,0.0
Slc35e2,1.6119142,0.7206247,0.0,1.0,0.5,0.45618308,0.0
Slc36a1,14.575431,14.983762,0.05189317,1.0940484,1.998199,0.82884866,-0.08856902
Slc38a5,0.008132477,74.561104,0.0,1.0,0.5,2.2503543,0.0
Slc39a10,0.57920164,1.5373735,0.0,1.0,0.5,1.2855933,0.0
Slc41a3,26.21303,316.76218,-0.49921975,3.385721,0.5362277,0.6899816,0.0020146582
Slc45a3,0.027757736,31.074858,0.18284835,3.8012555,2.3054602,2.008932,0.031023135
Slc45a4,107.15827,493.73282,-0.422243,6.8808103,0.5110379,0.86605823,0.044059213
Slc4a8,0.012233066,34.07785,0.0,1.0,0.5,2.2970493,0.0
Slc50a1,0.0026287357,58.83914,0.0,1.0,0.5,5.6696215,0.0
Slc6a15,8.135599,2.4660234,-0.06949628,0.4143972,-1.4134951,0.4874548,0.029612023
Slc9a9,9.100678,0.10526079,0.0,1.0,0.5,0.6195651,0.0
Slfn5,4.7789197,18.042973,-0.10526871,1.9628866,-0.49845597,1.7887145,0.028101292
Slfn8,0.42403385,1.6467985,0.0,1.0,0.5,0.5401445,0.0
Slpi,0.0023440248,218.92955,0.0,1.0,0.5,27.496107,0.0
Smad3,1.6453271,0.78480375,0.0,1.0,0.5,0.9340757,0.0
Smad4,0.44381696,2.2571359,0.0,1.0,0.5,1.6474899,0.0
Smad7,0.022207294,38.624855,0.5410873,2.803539,2.6286695,1.9058698,0.057169247
Smap2,406.3026,1402.5111,-0.7516219,9.541057,0.4772163,2.5302472,-0.019631652
Smarca2,0.80272496,1.6584076,0.0,1.0,0.5,3.5062516,0.0
Smc2,0.3198347,59.514164,-0.7049017,0.06367487,1.3670803,2.986536,0.19065
Smc4,1.2219361,19.732725,-0.6783711,0.10959976,1.5495036,3.282346,0.9035441
Smc5,0.609305,2.0937867,0.0,1.0,0.5,1.8547801,0.0
Smg1,1.7746228,1.1132753,0.0,1.0,0.5,1.7012411,0.0
Smg6,2.1071348,0.71332794,0.0,1.0,0.5,2.9712598,0.0
Smg7,1.3182312,0.693706,0.0,1.0,0.5,1.6245047,0.0
Smim1,0.04590746,21.611456,0.26168486,2.918037,2.251979,2.8455508,0.03627754
Smim3,35.06944,517.2151,-0.6452667,3.066035,0.40762034,1.2621262,0.05778399
Smim5,0.013891014,40.61792,0.0,1.0,0.5,4.378433,0.0
Smim8,9.788071,66.43907,-0.29768482,0.4892225,-0.62753844,1.9074006,0.02334464
Smpdl3a,6.495708,105.57817,1.0959854,9.496573,-0.022981364,4.5598083,-0.026555886
Smurf1,0.98835826,0.8894045,0.0,1.0,0.5,0.48432836,0.0
Snapc1,0.07255605,4.788623,0.0,1.0,0.5,1.3628973,0.0
Snca,24.93391,24.309748,-0.6624887,4.220387,0.5380852,0.84177375,-0.0043403944
Snhg12,0.08745209,6.7083426,0.0,1.0,0.5,2.5796611,0.0
Snhg20,2.8738937,13.987407,0.17525594,1.5449479,-0.47028923,1.8907528,-0.00981685
Snrk,0.45364994,1.6579431,0.0,1.0,0.5,0.76170444,0.0
Snx13,2.4878619,0.45626113,0.0,1.0,0.5,0.43123874,0.0
Snx20,0.22557789,118.340546,-0.117860675,0.11848026,2.5717266,1.0135134,0.059837125
Snx24,4.4492826,2.6823475,-0.0359269,0.6346157,-1.2322489,0.6671323,0.112618856
Snx32,0.19342352,2.3749554,0.0,1.0,0.5,0.48931098,0.0
Socs5,0.90293926,1.1451141,0.0,1.0,0.5,0.8319532,0.0
Sod1,0.0071810936,25.57931,0.0,1.0,0.5,3.4949086,0.0
Soga1,10.64106,4.6411104,-0.12586136,0.33068433,-1.377741,0.7575478,0.019921886
Sorbs1,2.6397529,0.29375342,0.0,1.0,0.5,0.37972835,0.0
Sord,7.517849,88.583015,-0.80694425,1.8443812,0.28882256,2.8660414,-0.009219957
Sos1,2.0261402,0.60263234,0.0,1.0,0.5,1.3871024,0.0
Sox5,10.573942,0.051197384,0.0,1.0,0.5,0.2439568,0.0
Sox6,8.532109,5.6790924,-0.13872889,0.50851136,-1.0567279,0.83426404,0.065003514
Sp3os,0.26636496,2.7708318,0.0,1.0,0.5,1.2355248,0.0
Sp4,0.9743596,0.97076696,0.0,1.0,0.5,0.7575979,0.0
Spag9,1.2300514,1.2517911,0.0,1.0,0.5,1.7546287,0.0
Spata13,0.22413138,7.396984,-0.2202026,0.04214795,2.7310367,0.44533068,0.106410675
Spc24,5.5562234,182.78786,-0.14627872,1.1855252,1.5108691,4.7701855,-0.018254299
Spcs2,22.698557,70.28898,4.7267985,22.802965,0.8921246,11.0016985,-0.5705518
Sphk1,0.023661975,36.407555,0.0,1.0,0.5,3.0278842,0.0
Spi1,38.619316,437.8199,2.433675,83.08856,0.7509809,4.3751698,0.028246382
Spire1,14.081505,2.2040117,-0.67052764,0.581005,0.5849687,0.844962,-0.8952166
Spns2,82.98423,385.78516,-0.67138535,6.512684,0.31109086,2.5938628,0.04543871
Spns3,49.644695,114.48847,-0.88133544,3.321148,0.66343325,2.1474864,-0.13729757
Sppl2a,0.22349066,3.3953786,0.0,1.0,0.5,2.0993316,0.0
Spred1,0.81620234,1.5631776,0.0,1.0,0.5,1.5848492,0.0
Spry2,0.16743837,40.502995,-0.29457316,0.12754187,-1.2134209,0.9630329,0.06588906
Sptbn1,0.82159626,0.3795312,0.6961386,0.5264917,-0.92706937,2.5778959,0.35862786
Sqle,8.583971,144.00967,-0.16464722,0.49779698,-0.8862315,1.5469571,-0.0043819835
Srebf2,83.25894,201.37242,0.14047872,22.598724,0.34461737,1.141255,0.061957236
Srgap3,2.4736776,0.32664564,0.0,1.0,0.5,0.638775,0.0
Srgn,0.0073736883,38.861614,-1.2233987,1.9375249,1.1882577,87.50358,1.5379263
Ssbp2,33.91968,22.574448,-0.9515837,3.8868032,0.35026175,2.5170443,0.4406359
Ssbp3,50.243626,196.57693,-0.88488036,3.3717127,0.41036642,2.0788147,0.086839296
Ssh1,0.37627253,1.7312201,0.0,1.0,0.5,0.50266075,0.0
Ssh2,4.139317,0.42327258,0.0,1.0,0.5,1.3333756,0.0
Ssr2,0.004243554,106.06643,0.0,1.0,0.5,13.149159,0.0
Ssr4,21.907696,843.6994,7.3303385,6.7204304,1.14371,35.777065,-0.03920816
St3gal1,3.948296,1.4560019,-0.16768098,1.5484561,-0.52197635,2.9895995,0.79676974
St3gal5,0.10195332,5.925305,0.1561408,0.76322365,2.841256,0.8344679,0.08508631
St3gal6,1.0841277,3.2703059,-0.37424895,0.33358002,-0.7751562,0.8097529,0.11639629
St8sia6,0.30362883,2.9065986,0.16639563,2.7122042,2.595156,1.2293187,0.20470786
Stap1,1.3499471,1.0445925,0.37146267,0.83429044,-0.6775555,2.7096133,0.2214342
Stard10,2.167377,0.32511133,0.0,1.0,0.5,2.903569,0.0
Stard4,14.660018,127.06606,-0.18729958,0.9373888,-0.66404825,2.4753315,0.020045113
Stat1,2.2890232,3.0015376,0.08478378,1.4952304,-0.51553154,2.0668461,0.2394887
Stat3,29.018898,44.97396,0.41271412,4.5634017,-0.13381355,2.3107088,0.32865545
Stat4,11.749473,4.977398,0.01965386,3.532431,-0.23909627,1.7812586,0.1252662
Stat5a,74.27819,261.68146,-0.6616136,5.073917,0.448665,1.504091,0.056113373
Stat5b,1.7454693,0.78386205,0.0,1.0,0.5,1.8870363,0.0
Stat6,0.22043253,2.9668746,0.0,1.0,0.5,1.659534,0.0
Stau2,10.565196,3.563267,-0.06090909,0.5151275,-1.1741472,0.808737,-0.07050669
Stk17b,26.655392,47.63158,-0.5053073,2.5356653,0.34776428,0.95275503,0.020709762
Stmn1,0.009462325,81.50503,0.0,1.0,0.5,68.876205,0.0
Strada,1.6846958,0.6458079,0.0,1.0,0.5,0.85480434,0.0
Stx3,32.113037,19.694891,-0.2586417,1.7495111,0.54810494,0.30311057,0.0029396124
Stx4a,0.13216129,5.018482,0.0,1.0,0.5,2.5388014,0.0
Stxbp4,0.30098352,1.4497832,-0.4440027,0.018629607,1.7764907,0.70429456,0.47449374
Stxbp5,2.8270996,0.46244884,0.0,1.0,0.5,1.4405205,0.0
Sugp1,0.37317032,1.9756281,0.0,1.0,0.5,0.8069264,0.0
Sugp2,0.5017122,2.9432282,0.0,1.0,0.5,1.9819808,0.0
Sun2,0.70986825,79.07245,0.39871275,59.234543,0.8732544,2.4292023,0.04546022
Susd1,8.696499,0.15642363,0.0,1.0,0.5,0.6866085,0.0
Svbp,1.3013623,59.538452,-0.62781984,0.14779827,1.5565596,2.6470408,-0.013604262
Svil,1.417802,0.8882215,0.0,1.0,0.5,1.9213291,0.0
Syce2,143.80156,2580.7805,-0.7502026,5.488472,0.6839294,4.3052087,-0.017624082
Syne1,3.228989,0.25134498,0.0,1.0,0.5,1.1278414,0.0
Syne2,12.372567,21.352745,-0.044558622,1.1555059,-0.77846795,1.0372324,0.027648859
Synj1,1.8308357,0.572919,0.0,1.0,0.5,0.7875163,0.0
Synpo2,4.366358,0.16092357,0.0,1.0,0.5,0.18856914,0.0
Synrg,0.66986656,1.5858837,0.0,1.0,0.5,1.3726542,0.0
Syvn1,0.10159632,4.7056284,0.0,1.0,0.5,1.6386867,0.0
Taf1,0.5352887,2.0283787,0.0,1.0,0.5,1.7556415,0.0
Tal1,16.448301,28.453865,-1.05264,2.566489,0.28071824,2.2537122,0.12996972
Tanc2,5.2391796,0.19641428,0.0,1.0,0.5,0.3050497,0.0
Taok3,35.326508,45.257442,-0.5717461,12.873221,0.5213969,2.5327313,0.5208846
Tapt1,5.523325,5.15078,-0.20511328,0.44788545,-0.6408599,0.938807,0.3029182
Tars,0.028901186,7.884574,0.0,1.0,0.5,1.5091166,0.0
Tax1bp1,2.135562,323.14847,-0.01443042,0.0469864,-1.2857418,6.7261224,0.6101775
Tbc1d10c,67.725006,959.04315,0.574084,64.59753,0.37690452,1.2378105,-0.007428292
Tbc1d13,0.55943125,1.4462466,0.0,1.0,0.5,0.71134806,0.0
Tbc1d20,0.08581998,5.7055807,0.0,1.0,0.5,1.5483551,0.0
Tbc1d4,1.019411,1.0448304,0.0,1.0,0.5,2.0216343,0.0
Tbc1d5,8.228903,0.15677674,0.0,1.0,0.5,0.76999784,0.0
Tbc1d9,8.2431345,1.6364896,-0.023132345,0.6497103,-1.2802967,0.4069424,0.0017830523
Tbcel,0.31218705,2.430621,0.0,1.0,0.5,1.1279861,0.0
Tbkbp1,0.0504468,5.672419,0.0,1.0,0.5,1.2722429,0.0
Tbl1xr1,1.4666364,0.9477871,0.0,1.0,0.5,1.7697251,0.0
Tbxa2r,0.010510617,18.898241,-0.35105866,0.016240822,2.1002977,0.62107664,0.0196033
Tbxas1,8.59834,1.8367097,0.031649698,5.7573366,-0.18275966,6.725812,0.438126
Tceanc,0.13298541,3.356934,0.0,1.0,0.5,0.8719692,0.0
Tcf4,14.96878,29.954054,-1.0274382,2.6242073,0.19016105,2.9847782,0.59301585
Tcf7l2,26.99071,15.76741,-0.060578164,3.1308548,-0.15899613,1.0154958,0.0553085
Tcp11l1,0.86410177,0.9771828,0.0,1.0,0.5,0.7732456,0.0
Tcp11l2,8.531528,96.666954,0.09913424,1.6956319,-0.41080284,2.4123082,0.03420264
Tec,49.99968,79.17361,-0.5404129,4.2213225,0.5718034,1.0676191,0.32838142
Tek,12.123775,7.733593,-0.15684578,0.44313425,-1.1208676,0.7900183,0.037472647
Terf2,0.6033089,1.6580034,0.0,1.0,0.5,1.3156732,0.0
Tes,85.03742,420.1329,0.44075394,103.29643,0.39279258,0.99407774,0.00075876777
Tet1,19.760002,20.856098,-0.0661289,1.7395239,-0.30437493,1.3521391,-0.0470514
Tfdp2,27.715483,111.7672,-0.58330655,1.6031379,-0.00238171,2.6097507,0.2778669
Tfr2,129.41309,303.20972,-0.84737486,4.2390337,0.4403991,1.5806319,-0.032803442
Tfrc,0.0871616,2.354014,-0.3272683,1.7348858,1.115891,1.329741,-0.4144358
Tgfbr2,34.58453,28.761984,-0.4315346,3.25273,0.36213306,0.7766364,0.13706875
Tgfbr3,6.4942207,0.14671932,0.0,1.0,0.5,1.3252145,0.0
Tgif1,5.6536627,44.85306,-0.018087752,0.3337587,-1.2300824,1.3995744,0.049679656
Tgm2,24.764263,120.076385,0.003277174,20.27738,0.06545118,2.2928147,0.0022877813
Tgtp2,7.834216,39.95469,-0.18579112,0.7065307,-0.7989499,1.2587541,0.023527738
Thada,7.091488,0.20413455,0.0,1.0,0.5,0.5507016,0.0
Thap3,5.163564,5.0259333,0.15384048,2.7460785,-0.32920447,2.4343681,0.04662084
Thbs1,0.21136546,45.701157,-0.3506241,0.26566902,-0.87947744,0.68833935,0.009182287
Themis2,18.379332,25.326645,-0.12312009,0.18558216,2.6276386,0.48711222,-0.048559103
Thnsl1,0.30815557,1.7655528,0.0,1.0,0.5,0.76057446,0.0
Thoc2,0.7066764,1.8322098,0.0,1.0,0.5,2.8530211,0.0
Tie1,22.899132,36.73772,0.041332178,10.523717,-0.02074874,1.6840926,-0.008754817
Tifab,0.0312723,46.88342,-0.44441786,0.010139165,-0.7896358,1.0003126,0.02803505
Timp3,2.388515,7.569997,-0.31218755,0.30133832,-1.0945042,0.8913356,0.0527914
Tipin,26.542307,150.15044,-0.9641568,5.53208,0.69180954,4.367077,-0.026730536
Tk1,5.9220734,95.45806,-0.6067145,2.359454,0.9953499,2.7236073,-0.051847007
Tk2,0.30729786,2.3807392,0.0,1.0,0.5,0.9569102,0.0
Tm6sf1,5.896438,67.10573,0.6997569,7.9834733,1.0892467,4.9179125,0.063628085
Tmed3,0.00048108902,509.97284,0.0,1.0,0.5,13.051549,0.0
Tmem14c,0.007087164,93.86894,0.0,1.0,0.5,33.349407,0.0
Tmem170b,0.38972408,1.6775725,0.0,1.0,0.5,0.72968143,0.0
Tmem173,0.5869535,6.4089665,-0.2585601,0.12779303,-1.1433198,1.2185065,0.014743003
Tmem176a,0.009061479,52.767757,0.0,1.0,0.5,10.605338,0.0
Tmem176b,0.0056207366,100.7791,0.0,1.0,0.5,23.321415,0.0
Tmem178,10.796319,10.683143,-0.11157587,0.24706778,2.6351707,0.38874137,-0.016796555
Tmem208,10.497775,0.09862653,0.0,1.0,0.5,0.6585555,0.0
Tmem238,0.08694746,64.09522,-0.6914838,0.5393924,0.013896746,2.087926,0.06579506
Tmem243,0.40485147,1.6906904,0.0,1.0,0.5,0.85506195,0.0
Tmem246,8.116144,20.554134,-0.12452647,0.8998009,-0.9112691,1.4945593,0.013447184
Tmem38b,3.6321282,133.38205,0.23558107,28.717064,0.96092665,3.3165834,0.030531535
Tmem40,2.7178407,4.7750974,-0.24817897,2.0467002,-0.13741235,2.9756854,0.3633029
Tmem63b,0.35250482,1.8266581,0.0,1.0,0.5,0.59494025,0.0
Tmem71,10.664009,5.069731,-0.015877254,0.6019818,-1.211768,0.77046984,-0.07380336
Tmem80,0.46874684,1.5323437,0.0,1.0,0.5,0.7370373,0.0
Tmem87b,1.1275935,1.0305748,0.0,1.0,0.5,0.7287053,0.0
Tmem9,7.9714637,82.380905,-0.9091127,3.0404298,0.36509725,1.9137974,0.023406118
Tmsb10,0.009519839,73.01375,0.0,1.0,0.5,28.174917,0.0
Tmsb4x,0.003054572,253.82722,0.0,1.0,0.5,146.99461,0.0
Tmtc4,0.31827533,1.8366352,0.0,1.0,0.5,0.59010375,0.0
Tmx4,0.2929851,13.697556,-0.58607626,0.027293261,1.3893228,1.702062,0.33509642
Tnfaip2,0.12905493,1000.1177,-0.7710818,4.219999,0.55569726,1.3254932,0.013803951
Tnfaip3,0.41213736,3.7982924,-0.1350905,0.1035598,-1.769387,0.30353492,0.10401278
Tnfaip8l2,0.020340174,298.87836,-0.8899358,4.4541006,0.57681966,1.9746183,0.010205187
Tnfrsf26,4.155937,3.292443,0.02173531,0.34594268,-1.9437531,0.21249346,0.004465388
Tnfsf13os,0.1011002,6.0071187,0.0,1.0,0.5,1.3048453,0.0
Tnik,5.3480244,4.2789574,-0.81684583,4.8816605,0.49345365,1.2005786,0.71896565
Tnip3,2.8740065,1.6824086,-0.29440624,1.7439902,-0.40665102,2.1060684,0.65038
Tnks,1.3579987,1.1840273,0.0,1.0,0.5,1.4851543,0.0
Tnpo2,0.20287699,3.334972,0.0,1.0,0.5,1.3275684,0.0
Tnrc6b,1.546999,0.92288303,0.0,1.0,0.5,3.1743996,0.0
Tnrc6c,1.2163457,0.93312705,0.0,1.0,0.5,1.5160911,0.0
Tns1,38.68874,66.05809,-0.509411,2.233458,0.2204869,0.98717433,0.036776222
Tob1,0.54951924,1.5742972,0.0,1.0,0.5,1.179183,0.0
Tob2,8.504861,95.031494,-0.08097832,0.42709994,-0.92363787,1.63028,0.037517406
Tom1l2,3.3627024,0.41485325,0.0,1.0,0.5,0.61512375,0.0
Top2a,0.1914418,3.188456,2.757116,2.1839106,-0.85359544,10.143427,1.0289038
Top2b,37.115307,192.54047,-0.5444934,4.3065786,0.44018874,2.4165423,0.1172182
Tox,3.752987,0.25945446,0.0,1.0,0.5,1.4357316,0.0
Tpm1,4.3744974,21.848087,-0.43812263,1.0777438,-0.09626,2.0087025,0.07472114
Tpm4,0.43030623,51.81482,-0.39085442,0.21650963,1.9546659,1.0631613,0.027683
Tpst2,3.3686676,31.333475,-0.7755974,2.0547013,0.24225108,2.6976392,0.11784613
Tpx2,0.0882451,4.891321,0.040771093,0.57409143,1.9837506,2.783296,-0.14027293
Trem3,1.1562698,1.7853111,0.36175215,0.7849454,-1.0000149,2.732122,0.09414994
Treml1,4.1177745,96.130936,-0.38601762,0.42733136,-1.0670582,2.0544152,0.005901637
Treml2,0.086789705,8.058361,0.0,1.0,0.5,3.1984472,0.0
Trib2,0.0487105,21.943699,0.31909487,3.695676,2.4029968,2.162897,0.06479633
Trim12a,3.8179333,2.1934295,0.093353346,1.6093911,-0.58988714,1.3199221,0.021689346
Trim12c,2.4246106,6.3027015,0.07132266,1.6942178,-0.38749388,2.272027,0.10886959
Trim14,10.099729,0.12596305,0.0,1.0,0.5,0.30823272,0.0
Trim30a,2.6553626,4.235696,0.17577386,1.8143367,-0.3667573,2.7221885,0.16446306
Trim30d,10.4138365,36.00837,0.058310386,5.425188,-0.16810583,1.2802597,0.012977456
Trim34a,7.753897,10.394026,-0.12901461,0.5679925,-0.95832074,1.2054071,-0.010050858
Trim44,0.9855252,1.2792053,0.0,1.0,0.5,1.8627495,0.0
Trim47,0.051415555,14.431669,0.0,1.0,0.5,5.1247687,0.0
Trim59,9.397135,50.893867,-0.7276754,1.2724683,0.43183917,1.1401188,0.030854406
Trim8,0.026517337,11.709147,0.0,1.0,0.5,1.9767102,0.0
Trip11,0.844855,1.4117689,0.0,1.0,0.5,1.6569669,0.0
Trove2,0.20966181,3.2372413,0.0,1.0,0.5,0.96607447,0.0
Trp53bp1,1.4745265,0.8258183,0.0,1.0,0.5,0.5244837,0.0
Trp53bp2,0.65279233,1.1804167,0.0,1.0,0.5,0.42898992,0.0
Trp53cor1,12.691,10.647191,-0.14177296,0.41695818,-1.1770823,0.7759063,0.0093428595
Trp53i13,5.24059,25.973473,-0.035958547,1.2660578,-0.59298664,2.020863,0.004465843
Trp53inp1,0.057079658,3.3376222,-0.48932374,0.2792318,-0.56446856,0.941533,0.1613794
Trpc6,3.1045334,0.31575128,0.0,1.0,0.5,1.6794088,0.0
Tsc22d1,0.0807817,12.670031,0.0,1.0,0.5,7.538492,0.0
Tsc22d3,0.072374254,10.310577,0.0,1.0,0.5,5.546401,0.0
Tsen34,0.11123485,72.17399,-0.21846537,0.103723355,-1.1963061,1.3599569,0.13348094
Tspan13,12.9376335,109.420715,-1.5199723,9.039462,0.36421612,5.6134386,0.1279358
Tspan32,13.776144,149.42249,0.40583453,6.861468,0.37890652,2.8313112,0.4557495
Tspan33,0.021100204,55.71558,0.33402008,3.6097314,2.268224,3.0939233,0.032268714
Tspan4,5.118794,145.05054,0.10923768,0.9609611,-0.59617203,5.2702127,0.022549054
Tspan8,0.012974622,43.59358,0.08742862,2.2199047,2.4871259,1.1377904,0.009009974
Tspo,0.005065658,111.826996,0.0,1.0,0.5,23.313625,0.0
Tspo2,0.0070176544,89.60901,0.0,1.0,0.5,5.0755405,0.0
Ttc14,0.57553715,1.8742362,0.0,1.0,0.5,2.0188594,0.0
Ttc28,17.929604,8.504657,-0.25131628,0.6885101,-0.8062794,1.5212791,0.17679268
Ttc3,11.540218,14.723749,-0.03512705,1.4083669,-0.28162456,3.0564065,0.28859946
Ttc39b,12.900295,8.769318,-0.06088368,1.2372097,-0.7640554,1.1741259,0.005653055
Ttf1,0.16672748,3.0566623,0.0,1.0,0.5,1.3190775,0.0
Ttll3,75.21263,0.009970177,0.0,1.0,0.5,0.14970113,0.0
Ttyh2,96.84276,212.70522,-0.41530615,4.3530335,0.5858068,0.6245188,-0.0018796511
Ttyh3,0.06108994,7.5392203,0.0,1.0,0.5,1.6811688,0.0
Tuba1b,0.00048256357,538.42456,0.0,1.0,0.5,34.213234,0.0
Tuba1c,0.121135354,7.61528,0.0,1.0,0.5,6.8575907,0.0
Tuba4a,0.0076596504,63.48152,0.0,1.0,0.5,11.501612,0.0
Tuba8,0.032653842,34.411404,-0.5200397,0.103977986,-0.8701923,1.0218054,0.019933129
Tubb2a,0.03560096,10.057514,0.0,1.0,0.5,1.4752109,0.0
Tubb4b,0.0016834333,223.06761,0.0,1.0,0.5,24.19362,0.0
Tubb5,0.0012302703,439.56223,0.0,1.0,0.5,71.27077,0.0
Tubd1,0.32484847,1.8465716,0.0,1.0,0.5,0.64963114,0.0
Txlng,1.2090383,1.2201949,0.0,1.0,0.5,1.4769825,0.0
Txndc5,1.3233577,22.667336,-0.5352292,0.48463017,1.1363041,1.6133838,-0.029039815
Txnip,0.00082574383,1.5546482,-0.7010654,0.06923877,0.8034361,4.2605386,0.04405881
Txnrd3,0.20832947,3.1579785,0.0,1.0,0.5,1.0645585,0.0
Tyms,9.710314,98.67385,-0.8549663,4.9771624,0.7431656,3.6375756,-0.10724188
Tyrobp,0.0051481677,148.08957,0.0,1.0,0.5,27.879198,0.0
Uaca,9.634444,5.4599977,-0.03785451,0.52913845,-1.3519199,0.5225232,-0.0057235076
Uba7,20.947155,45.519672,0.08424218,13.817627,0.026803283,2.05545,-0.0027231483
Ubap1,0.4826481,1.9031708,0.0,1.0,0.5,1.4217112,0.0
Ubash3a,1.5825151,0.57756007,0.0,1.0,0.5,0.8514004,0.0
Ubash3b,10.560003,13.494272,-0.41035503,1.9023883,0.3058226,0.894668,0.3783536
Ubc,0.036563464,11.077811,0.0,1.0,0.5,7.1017594,0.0
Ube2c,0.016043102,38.669815,0.0,1.0,0.5,2.2738929,0.0
Ube2e2,12.110331,3.958007,-0.061832946,1.8273736,-0.5208446,1.79265,0.10937285
Ube2h,10.365491,11.276703,-0.14227515,0.51512957,-0.89088756,1.3414371,0.15635431
Ubl7,9.427434,44.353073,0.5591242,5.6963925,-0.11839289,4.277016,-0.05248421
Ubr4,12.533654,100.11013,-0.6615172,2.6102543,0.42464295,1.3772962,0.15735005
Ubr5,0.895879,1.3145264,0.0,1.0,0.5,1.8143677,0.0
Ucp2,236.08421,5560.869,-0.4338643,4.8252974,0.6139201,5.638922,-0.1159944
Ugcg,0.22867239,2.7642357,-0.41108558,0.09240054,2.1228778,1.4823139,0.40387186
Uhmk1,0.19399889,2.8607507,0.0,1.0,0.5,1.3444161,0.0
Uhrf1,11.906345,55.65416,-0.81629705,1.8228734,0.9122018,2.2519734,-0.10248347
Ulk1,0.16414666,3.4483564,0.0,1.0,0.5,0.888393,0.0
Ulk2,2.4010699,0.4925686,0.0,1.0,0.5,0.8958434,0.0
Unc119,0.016789384,34.433323,0.0,1.0,0.5,6.155006,0.0
Unc13d,0.36641622,2.26643,0.0,1.0,0.5,1.4011003,0.0
Unc93b1,0.24928622,13.713379,-0.45804125,0.012871781,-0.7023054,1.495054,0.3382317
Ung,0.0031558068,90.531334,0.0,1.0,0.5,4.2022166,0.0
Urod,0.0074327933,39.9343,0.0,1.0,0.5,5.091403,0.0
Usp11,0.31954592,2.7402637,0.0,1.0,0.5,1.5174369,0.0
Usp18,1.6525319,5.4036083,-0.43291366,0.437636,-0.5576455,0.9770477,0.104282826
Usp32,3.818692,0.31495154,0.0,1.0,0.5,0.637927,0.0
Usp34,0.9581486,1.5426067,0.0,1.0,0.5,3.552031,0.0
Usp40,0.5544656,2.0284474,0.0,1.0,0.5,1.3043865,0.0
Usp54,1.5274212,0.7349183,0.0,1.0,0.5,0.5484448,0.0
Usp6nl,1.8660392,0.66063017,0.0,1.0,0.5,0.80648345,0.0
Utrn,5.870675,1.4380972,-0.06330688,1.5295848,-0.48428577,2.36647,0.9651124
Vamp5,4.741062,0.19158514,0.0,1.0,0.5,6.4679875,0.0
Vasp,5.867401,97.49933,1.1526147,2.9592342,-0.35398033,4.2802973,-0.02487129
Vat1,0.005369327,58.31378,0.0,1.0,0.5,3.507504,0.0
Vcam1,0.18773799,3.026532,0.07571207,1.3426458,-1.2186646,1.2574577,0.046900544
Vcl,0.6265129,13.309697,-0.19711488,0.2613963,-1.0711086,0.95274246,0.36186507
Vcpip1,0.24575973,2.25449,0.0,1.0,0.5,1.8601059,0.0
Vegfc,25.134005,21.807638,0.0057528294,10.949946,-0.033308014,1.2099433,0.02847132
Vezf1,76.96501,974.67163,0.17870133,14.990967,0.3530793,1.9082587,0.07434633
Vgll4,0.3624409,3.1849582,0.0,1.0,0.5,2.5132723,0.0
Vill,5.674497,18.486988,-0.10349521,0.10496851,-1.6105554,0.71019,-0.066384725
Vim,0.016527276,38.90976,0.0,1.0,0.5,34.03631,0.0
Vldlr,6.2553625,49.39587,-0.5720175,1.34768,-0.077831075,1.3022155,0.028883528
Vps37b,73.11556,139.92496,-0.19559617,5.195797,0.4869856,0.77412283,-0.052130207
Vps52,0.0498211,5.169078,0.0,1.0,0.5,0.895517,0.0
Vwf,2.1708953,2.118813,-0.2893138,0.46485415,-0.9576712,1.1277647,0.22627936
Wbp2,4.9494567,19.06439,0.30983877,2.6872878,-0.33250558,2.8519988,-0.0047459453
Wdfy3,2.727397,0.4613292,0.0,1.0,0.5,0.7724751,0.0
Wdr3,0.18044977,2.258238,0.0,1.0,0.5,1.5687888,0.0
Wdr41,0.5268046,1.5394591,0.0,1.0,0.5,0.6695029,0.0
Wdr59,1.0626091,0.7029999,0.0,1.0,0.5,0.5289883,0.0
Wdr6,0.083317615,5.354313,0.0,1.0,0.5,1.5575236,0.0
Wdr60,4.4015574,26.581978,-0.12927246,0.31168905,-1.3638529,1.2018812,0.04110868
Wdr78,0.70737135,0.9217561,0.0,1.0,0.5,0.28482738,0.0
Wdr81,0.08921527,4.119232,0.0,1.0,0.5,0.9135641,0.0
Wfdc17,0.0027520503,276.53598,0.0,1.0,0.5,23.876669,0.0
Wfdc21,0.021000646,41.612244,0.0,1.0,0.5,8.076528,0.0
